CASEID,recid,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,mar_110,mar_133,mar_134,mar_135,mar_137,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,sfc_01,sfc_02,sfc_03,sfc_04gr,sfc_05,sfc_06,sfc_07,sfc_08,sfc_09,smg_01,smg_02,ttlincg2,famincg2
10646,10646, 2,96, 2,1, 2,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2, 3,1,6,6,6,2, 4,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 1,1,6
10647,10647,96, 3,96,3, 2,14, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,1,6,96,2,6,6,6,6,1,2,6,6,6,6,96,6,96,96,96,2, 5,2,6
10648,10648,96,96,96,4, 6,15, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,3,6,6, 4,6, 3, 2, 2,3, 3,2,4
10649,10649,96,96,96,4, 6, 9, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,1,1,3,6,6, 4,6, 3, 3, 3,4, 1,6,6
10650,10650,96,96, 4,2, 3,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3,1,6,6,6,2, 1,6,6,1,96,2,6,6,1,1,1,1,1,4,6,6, 5,6, 4, 4, 4,4, 1,1,6
10651,10651,96,96,96,3, 2,96,96,2,1,6,0,1,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 1,2,4
10652,10652, 1,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,99,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
10653,10653,96,96,96,6, 7, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,1,6,96,1,3,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 1,2,5
10654,10654,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 4,1,6,2,96,2,6,6,1,2,3,3,1,4,6,6, 5,6, 4, 4, 6,3, 7,2,2
10655,10655,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,1,1,2,4,6,2,6, 3,6, 5, 3, 2,4, 1,1,1
10656,10656,96, 5,96,5, 3,96,96,2,4,6,0,0,1,0,1,1,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,1,6,6,6,2, 1,6,6,2,96,2,6,6,2,2,2,2,2,4,6,6, 5,6, 4, 5, 5,2, 3,3,3
10657,10657,96,96,96,7, 8, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,4,6
10658,10658,96, 1, 3,2, 1,96,96,2,6,6,0,1,1,1,1,2,2,6, 6,1,1, 3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,99,1,6,6,6,1, 8,8,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,6
10659,10659, 1,96,96,6, 8, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,6
10660,10660,96, 1,96,2, 1, 5, 2,1,2,2,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,1,2,1,4,6,2,6, 5,6, 5, 3, 5,4, 5,3,5
10661,10661,96,96,96,5, 7,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,2, 1,6,6,2,96,2,6,6,3,2,3,1,4,6,2,6, 5,6, 5, 5, 6,3, 3,1,1
10662,10662, 1, 1,96,2, 1,12, 2,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,3,6,6, 4,6, 5, 4, 6,3, 3,3,5
10663,10663,96,96, 4,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3,2,2,1,6,2, 4,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 4,1,1
10664,10664,96, 5,96,4, 3, 9, 4,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,2,2,4,6,6, 4,6, 4, 3, 4,4, 1,3,6
10665,10665,96,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 7,3,3
10666,10666, 2,96,96,4, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,4,6,2,6, 5,6, 5, 5, 6,3, 5,2,2
10667,10667,96,96,96,4, 6, 8, 4,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,4, 4,2,6,6,1,3,2,1,1,2,6,6, 4,6, 4, 4, 5,3, 5,3,6
10668,10668,96,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,4,6
10669,10669,96,96,96,2, 4, 8, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,4, 1,1,2
10670,10670,96,96,96,2, 4, 8, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,99,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,1,4
10671,10671,96,96,96,3, 5,15, 5,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,3,3,6,6, 5,6, 5, 5, 5,3, 1,3,3
10672,10672,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
10673,10673,96,96,96,5, 6,15, 6,2,1,2,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,2,1,1,1,3,6,6, 5,6, 5, 5, 5,3, 5,4,6
10674,10674,96,96,96,3, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,1,2,2,3,2,6,6, 5,6, 4, 4, 4,4, 2,5,5
10675,10675,96,96,96,1, 3, 9, 2,1,1,2,1,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 1,1,2
10676,10676,96,96,96,7, 8, 9, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,3,3
10677,10677,96, 4,96,3, 2, 6, 3,2,1,1,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,4, 8,2,6,1,96,2,6,6,1,1,1,1,1,3,6,6, 4,6, 6, 3, 3,3, 1,5,6
10678,10678,96, 5,96,4, 3, 6, 4,2,2,1,2,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,5, 6,2,6,6,2,5,4,4,2,4,6,6, 5,6, 3, 3, 3,3, 1,2,6
10679,10679,96,96, 3,1, 3,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,4,2, 1,1,6,6,6,3, 2,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
10680,10680,96,96,96,7, 9,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3,97,1,1
10681,10681, 3,96,96,5, 3,96,96,1,4,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2, 1,1,6,6,6,9, 1,6,9,6,96,9,6,6,6,6,9,9,6,6,6,6,96,6,96,96,96,7, 6,4,6
10682,10682,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,1,2,1,4,6,2,6, 4,6, 5, 4, 6,3, 1,2,2
10683,10683,96,96,96,3, 4,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 8,1,6,2,96,1,2,3,3,3,4,4,4,6,1,4, 5,6, 5, 5, 6,5, 2,2,2
10684,10684, 1,96,96,6, 8,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,2,2
10685,10685, 3,96,96,6, 7, 4, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,2,2
10686,10686,96,96,96,6, 7, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,3,3
10687,10687,96,96,96,3, 5, 7, 3,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,1,2,2,2,3,6,6, 4,6, 3, 4, 4,4, 1,6,6
10688,10688,96,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,2,1,2,3,2,6,6, 5,6, 5, 5, 5,3, 5,1,5
10689,10689,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,1,1
10690,10690,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3,2,1,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,1
10691,10691, 4,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,3,3
10692,10692,96,96,96,3, 1,96,96,1,4,6,0,2,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,3,2,3,3,6,6, 5,6, 4, 4, 4,3, 7,3,3
10693,10693,96,96,96,5, 7, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,1,4
10694,10694,96,96,96,5, 6,10, 5,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,4, 6,2,6,6,3,4,3,3,2,3,6,6, 4,6, 3, 3, 4,4, 1,4,6
10695,10695,96,96,96,6, 8,10, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,3,3
10696,10696,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,1
10697,10697,96, 4,96,4, 2,11, 4,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 9,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,6
10698,10698,96,96,96,7, 9, 6, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,5
10699,10699,96,96,96,4, 5,10, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,1,1,1,2,6,6, 5,6, 5, 5, 5,1,96,3,4
10700,10700,96,96,96,4, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,3,2,4,6,6, 3,6, 4, 4, 6,3, 1,3,3
10701,10701,96,96,96,5, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 8,2,2,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,2, 2,3,6
10702,10702,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,2,2
10703,10703, 3,96,96,3, 5,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,4, 6,1,2,2,3,3,3,3,3,3,6,6, 4,6, 4, 4, 6,3, 2,3,3
10704,10704, 3,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,3,1,1,3,3,6,6, 1,2, 1, 1, 1,3, 1,2,2
10705,10705,96, 6,96,7, 6,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3,99,1,1
10706,10706,96,96,96,2, 4,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,2,1,2,2,6,6, 5,6, 5, 5, 6,2, 2,3,3
10707,10707,96,96, 5,2, 3,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,4, 1,6,6,2,96,1,2,2,2,2,3,2,3,3,6,6, 4,6, 5, 4, 5,4, 1,3,6
10708,10708,96,96,96,6, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 8,2,2,6,96,2,6,6,6,6,2,1,6,6,6,6,96,6,96,96,96,2, 1,3,5
10709,10709,96,96,96,3, 4,96,96,1,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,3,1,6,6, 3,6, 4, 3, 4,3, 1,3,3
10710,10710,96,96, 2,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2, 3,2,2,1,6,1, 2,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,1,6
10711,10711, 4,96,96,4, 6,96,96,2,1,6,0,0,0,0,2,1,1,7, 9,2,1, 6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 4,1,6,2,96,2,6,6,3,1,2,1,2,3,6,6, 5,6, 4, 4, 6,3, 5,3,6
10712,10712,96,96,96,5, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,3
10713,10713,96,96,96,7, 8, 9, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,3
10714,10714, 4, 2,96,3, 1,13, 4,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,2, 1,6,6,3,96,1,2,3,3,3,4,3,4,6,1,2, 5,6, 5, 4, 6,2, 2,2,2
10715,10715,96, 3,96,4, 2, 3, 3,1,1,2,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,3,2,2,3,6,6, 3,6, 5, 5, 5,2, 1,6,6
10716,10716,96,96,96,5, 6, 4, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,3,2,2,3,4,6,6, 4,6, 4, 4, 4,3, 6,2,3
10717,10717,96, 1,96,2, 1, 7, 2,2,1,1,1,3,4,3,1,5,0,5, 3,2,2,96,2,2,2,2,0,0,0,0,0,0,0,0,0,0,6,2,2, 4,1,6,6,6,2, 1,6,1,6,96,1,5,2,6,6,1,1,6,6,6,6,96,6,96,96,96,1,96,1,2
10718,10718,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
10719,10719, 3,96,96,6, 7, 2, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,1, 1,6,6,1,96,2,6,6,1,1,1,1,3,2,6,6, 6,6, 6, 6, 6,1,96,4,6
10720,10720, 4, 2,96,3, 1,14, 3,2,1,1,1,3,3,3,1,6,0,5, 3,2,2,96,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,2, 1,6,6,2,96,2,6,6,2,2,3,1,2,4,6,6, 4,6, 5, 5, 6,4, 5,1,4
10721,10721,96, 3,96,4, 2, 9, 4,2,1,1,1,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,1,2,2,2,2,4,6,6, 5,6, 4, 4, 6,4, 3,4,6
10722,10722, 3,96,96,6, 7, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,3,4
10723,10723,96,96,96,6, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,2,2
10724,10724,96,96,96,5, 7,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 8,2,6,1,96,2,6,6,1,1,1,1,2,3,6,6, 5,6, 5, 5, 5,1,96,6,6
10725,10725,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 1,1,6,6,6,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
10726,10726,96,96,96,5, 6,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,1,1,1,2,2,6,6, 3,6, 4, 5, 4,2, 1,6,6
10727,10727, 4, 1,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,3
10728,10728,96,96,96,6, 7, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,2
10729,10729,96, 5, 6,5, 3, 4, 4,1,1,2,1,0,1,0,1,1,1,8, 9,1,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,1,1,1,3,6,6, 4,6, 5, 5, 5,3, 5,3,4
10730,10730,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,3
10731,10731,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,3,3
10732,10732, 1,96,96,6, 8,11, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,2
10733,10733, 5, 4,96,4, 2, 4, 4,1,1,2,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 4,1,6,1,96,2,6,6,1,1,1,1,1,3,6,6, 5,6, 5, 5, 5,2, 6,1,3
