CASEID,recid,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,mar_110,mar_133,mar_134,mar_135,mar_137,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,sfc_01,sfc_02,sfc_03,sfc_04gr,sfc_05,sfc_06,sfc_07,sfc_08,sfc_09,smg_01,smg_02,ttlincg2,famincg2
19089,19089,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,2,3,3,1,2,3,6,6, 5,6, 5, 3, 6,4, 2,3,3
19090,19090,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,3,3
19091,19091, 2,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,1,1,1,5,6,6, 3,6, 3, 5, 5,1,96,2,2
19092,19092,96, 3,96,4, 2, 9, 4,2,1,1,1,1,3,1,1,4,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,4,2, 1,1,6,6,6,3, 1,6,6,3,96,1,5,3,2,2,2,2,1,4,6,6, 5,6, 6, 3, 3,5, 1,3,6
19093,19093,96, 1,96,3, 1, 9, 3,1,1,2,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,3,96,1,5,2,2,3,3,4,3,3,6,6, 4,6, 4, 5, 6,3, 2,2,3
19094,19094, 1,96,96,4, 5, 3, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,3,2,6,6, 4,6, 5, 4, 5,3, 5,2,4
19095,19095,96,96,96,6, 7, 5, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2,97,2,3
19096,19096,96, 3,96,5, 2, 2, 5,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,6,6
19097,19097, 1,96,96,4, 6, 7, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,1,1,2,2,4,2,3,3,4,6,6, 3,6, 4, 3, 4,2, 2,3,6
19098,19098,96, 1,96,3, 1, 8, 3,2,2,1,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,3
19099,19099,96,96,96,7, 8, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,2,6,96,1,3,6,6,6,2,1,6,6,6,6,96,6,96,96,96,3, 1,4,6
19100,19100,96,96,96,6, 8, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,6
19101,19101, 1,96, 2,1, 5,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2, 3,2,1,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 4,1,5
19102,19102,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 1,2,2
19103,19103,96, 2,96,3, 1, 4, 2,1,2,2,2,3,3,3,1,3,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,3, 8,1,6,2,96,1,5,2,2,2,3,2,2,4,6,6, 4,6, 5, 3, 5,3, 5,2,3
19104,19104,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,3,3,3,3,1,4,6,6, 4,6, 3, 4, 3,2, 1,3,3
19105,19105,96,96,96,2, 4, 4, 2,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,6,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 5,2,5
19106,19106, 1,96,96,2, 4,11, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,4,1,2,2,2,3,2,3,6,6, 5,6, 4, 4, 4,3, 1,3,6
19107,19107, 3,96,96,7, 8, 9, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 9,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,2
19108,19108,96, 1,96,2, 1,10, 3,2,2,1,2,2,3,2,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,3,2, 1,1,6,6,6,4, 1,6,3,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,4, 1,2,3
19109,19109, 4,96,96,4, 5,11, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 5,1,6,9,96,9,6,6,3,3,3,3,9,9,6,6,99,6,99,99,99,9,99,2,3
19110,19110,96,96,96,5, 7,12, 6,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,3,4,6,6, 6,6, 5, 6, 5,3, 2,3,4
19111,19111,96,96,96,5, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 8,2,6,2,96,7,6,6,2,2,2,2,7,5,6,6, 5,6, 5, 5, 6,3, 2,1,1
19112,19112,96,96,96,5, 6,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,3, 1,4,4
19113,19113, 3,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 9,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
19114,19114, 4, 2,96,3, 1,10, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,3,5,6,6, 5,6, 3, 3, 6,2, 2,1,1
19115,19115,96,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,1,6,2, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,3
19116,19116,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,3,2,1,4,6,6, 4,6, 4, 4, 6,2, 1,3,3
19117,19117,96,96,96,4, 5,10, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,3,96,2,6,6,5,5,2,1,4,6,2,6, 3,6, 3, 3, 3,3, 1,4,6
19118,19118,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,2, 7,2,3,6,96,2,6,6,6,6,3,3,6,6,6,6,96,6,96,96,96,4, 6,5,5
19119,19119,96,96,96,6, 7, 7, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 6,4,6
19120,19120,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
19121,19121, 1,96,96,2, 4,12, 2,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,1,2,1,2,2,2,2,3,6,6, 4,6, 4, 5, 6,3, 1,4,6
19122,19122,96,96,96,4, 5,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,2,1,6,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 1,5,5
19123,19123,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,2,2
19124,19124,96, 2,96,3, 1, 8, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,4, 4,1,6,2,96,2,6,6,3,3,3,2,1,2,6,6, 3,6, 3, 3, 3,3, 2,6,6
19125,19125,96,96,96,6, 7,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,2,6,96,2,6,6,6,6,3,3,6,6,6,6,96,6,96,96,96,3, 6,1,1
19126,19126,96,96,96,2, 3, 7, 2,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 4,1,6,4, 6,2,6,6,2,2,3,2,3,4,6,6, 3,6, 3, 3, 3,3, 1,2,6
19127,19127,96,96, 2,1, 2,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,2,0,1,0,0,0,6,4,2, 3,2,2,1,6,4, 4,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 4,1,5
19128,19128, 3, 1,96,2, 1,14, 3,2,1,1,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,3,3,3,5,6,6, 4,6, 5, 5, 5,2, 2,1,2
19129,19129,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 2,2,2
19130,19130, 1,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 2,6,6,2,96,1,2,1,4,2,3,1,1,3,6,6, 5,6, 5, 5, 6,1,96,3,3
19131,19131,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,1,1,1,1,4,6,6, 4,6, 5, 5, 6,4, 3,3,3
19132,19132,96, 3,96,4, 2, 9, 4,2,1,1,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,2,2,6,2,2, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,2,6
19133,19133,96, 1,96,1, 1,11, 2,2,1,1,1,2,2,2,1,2,0,1, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,2
19134,19134,96, 5,96,4, 3, 6, 4,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,4, 8,2,2,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,3, 1,4,6
19135,19135,96, 4,96,4, 2, 8, 4,2,1,1,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,2, 1,6,6,1,96,2,6,6,1,2,2,1,1,4,6,6, 5,6, 5, 5, 5,2, 6,1,4
19136,19136,96,96,96,5, 7, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,5
19137,19137,96, 3,96,4, 2, 3, 4,1,2,2,2,1,1,1,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,4, 8,1,1,6,96,2,6,6,6,6,1,2,6,6,6,6,96,6,96,96,96,2, 3,1,2
19138,19138,96,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,2, 1,6,6,2,96,1,2,2,3,4,3,2,4,6,2,6, 6,6, 5, 6, 5,2, 2,1,1
19139,19139, 4, 2,96,3, 1, 1, 2,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,99,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,1,2
19140,19140, 3,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
19141,19141, 7,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,1
19142,19142,96,96,96,4, 6,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,2,1,3,6,6, 5,6, 5, 5, 4,2, 5,6,6
19143,19143, 3, 2,96,2, 1,96,96,2,6,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,2,2,2,4,6,6, 4,6, 5, 4, 6,2, 2,4,4
19144,19144,96, 3,96,5, 2, 2, 5,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,4, 9,6,6,1,96,2,6,6,1,1,2,1,2,4,6,6, 1,2, 4, 3, 6,4, 2,6,6
19145,19145,96, 5,96,5, 3, 9, 5,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,3
19146,19146,96, 4,96,4, 2,96,96,2,3,6,0,0,2,0,1,4,0,5, 6,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,4,4,3,3,4,6,1,2, 5,6, 4, 4, 6,4, 1,2,2
19147,19147,96,96,96,5, 6, 2, 4,1,1,2,1,0,0,0,2,1,0,5, 5,2,2,96,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,6,6
19148,19148,96,96, 2,1, 2,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2, 3,1,6,6,6,1, 2,6,6,2,96,1,5,2,2,2,2,3,3,5,6,6, 4,6, 5, 5, 6,2, 4,1,6
